,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
279,7.1,0.3,0.33,2.4,0.063,11.0,44.0,0.9944,3.48,0.72,11.0,6
280,13.3,0.46,0.49,2.2,0.066,10.0,42.0,1.0032,3.16,0.72,12.0,5
281,10.6,0.27,0.49,3.0,0.074,5.0,14.0,0.9976,3.18,0.84,9.3,6
282,7.3,0.42,0.24,2.4,0.0819999999999999,21.0,102.0,0.99633,3.22,0.48,9.2,5
283,9.9,0.49,0.19,2.6,0.111,1.0,47.0,0.9996,3.19,0.72,9.7,6
284,8.8,0.32,0.44,2.2,0.106,6.0,13.0,0.99836,3.27,0.57,11.8,6
285,7.1,0.805,0.0,1.9,0.066,11.0,45.0,0.9976,3.48,0.66,9.6,5
286,13.8,0.615,0.66,3.6,0.08,10.0,30.0,1.0014,3.08,0.53,10.5,6
287,7.9,0.36,0.21,1.9,0.063,36.0,121.0,0.9958,3.35,0.54,9.9,6
288,9.3,0.4,0.42,1.7,0.069,3.0,8.0,0.99458,3.3,0.85,12.1,8
289,11.4,0.6,0.49,2.7,0.087,23.0,143.0,0.9982,3.08,0.51,10.0,5
290,9.4,0.27,0.44,2.2,0.09,12.0,31.0,0.99925,3.18,0.67,9.3,5
291,11.4,0.32,0.63,2.4,0.081,12.0,45.0,0.9987,3.08,0.53,9.5,5
292,10.1,0.69,0.4,1.5,0.1,6.0,13.0,0.99774,3.35,0.5,9.5,5
293,12.8,0.5,0.49,2.6,0.088,20.0,112.0,0.999,3.14,0.61,9.5,5
294,8.2,0.32,0.45,4.3,0.078,6.0,10.0,0.9971,3.31,0.78,12.1,7
295,11.5,0.4,0.53,2.0,0.1009999999999999,10.0,24.0,0.99572,3.21,0.62,11.0,6
296,7.7,0.26,0.42,2.6,0.074,21.0,67.0,0.9968,3.26,0.57,11.2,5
297,12.4,0.49,0.49,2.9,0.095,5.0,20.0,0.9994,3.04,0.62,10.9,6
298,8.6,0.68,0.11,2.5,0.098,38.0,106.0,0.9984,3.23,0.53,9.8,5
299,7.6,0.655,0.04,2.8,0.086,19.0,31.0,0.9973,3.38,0.65,9.5,6
300,7.6,0.43,0.29,2.3,0.077,34.0,121.0,0.9961,3.17,0.56,9.5,6
301,6.4,0.64,0.1,1.7,0.091,11.0,35.0,0.99396,3.36,0.49,9.4,6
302,6.6,0.705,0.05,1.9,0.076,4.0,15.0,0.9934,3.42,0.59,10.5,5
303,12.3,0.27,0.49,2.2,0.077,6.0,15.0,0.99316,3.15,0.75,12.9,7
304,8.0,0.68,0.27,2.6,0.084,31.0,67.0,0.99568,3.31,0.54,10.5,5
305,9.3,0.42,0.24,2.8,0.076,12.0,42.0,0.9984,3.32,0.57,9.0,6
306,9.0,0.42,0.3,2.1,0.076,26.0,42.0,0.9984,3.38,0.69,10.8,6
307,9.8,0.84,0.32,2.6,0.074,16.0,82.0,0.99818,3.2,0.52,11.0,8
308,7.7,0.835,0.0,2.0,0.086,15.0,54.0,0.99612,3.31,0.54,10.0,5
309,7.3,0.965,0.0,1.8,0.123,5.0,14.0,0.99594,3.4,0.64,10.1,6
310,8.9,0.35,0.53,2.0,0.078,5.0,21.0,0.9973,3.17,0.55,9.5,5
311,7.7,0.66,0.08,3.4,0.075,19.0,77.0,0.9964,3.68,0.48,9.3,5
312,6.7,0.64,0.26,1.9,0.074,27.0,63.0,0.99578,3.37,0.73,9.6,5
313,6.6,0.34,0.25,1.7,0.06,14.0,86.0,0.9958,3.38,0.56,10.9,5
314,8.8,0.21,0.32,2.6,0.065,23.0,53.0,0.9961,3.26,0.87,11.2,7
315,7.2,0.935,0.06,1.7,0.086,9.0,27.0,0.9962,3.52,0.79,9.3,6
316,7.6,0.5,0.34,2.4,0.0819999999999999,25.0,105.0,0.9969,3.25,0.52,9.4,5
317,6.9,0.75,0.15,2.3,0.079,26.0,45.0,0.9948,3.43,0.7,11.6,7
318,8.1,0.65,0.2,2.1,0.093,16.0,35.0,0.99458,3.35,0.56,12.0,7
319,6.5,0.41,0.2,3.2,0.081,14.0,26.0,0.9952,3.44,0.64,10.5,6
320,12.8,0.56,0.49,2.6,0.0819999999999999,5.0,14.0,0.9986,3.08,0.6,9.8,6
321,8.1,0.39,0.42,2.1,0.079,27.0,60.0,0.99608,3.3,0.85,12.1,7
322,7.4,0.36,0.3,1.8,0.076,26.0,65.0,0.99489,3.47,0.63,10.0,5
323,9.3,0.31,0.5,6.6,0.078,11.0,18.0,0.99746,3.36,0.85,12.8,7
324,6.7,0.62,0.01,2.1,0.074,34.0,45.0,0.99538,3.46,0.7,11.9,6
325,8.2,0.66,0.29,2.1,0.085,21.0,57.0,0.9987,3.41,0.55,9.4,5
326,11.9,0.36,0.59,2.6,0.108,5.0,10.0,1.00015,3.2,0.78,10.8,7
327,7.8,0.58,0.01,2.4,0.065,3.0,12.0,0.99444,3.34,0.52,12.3,6
328,7.2,0.45,0.21,2.0,0.086,33.0,55.0,0.9962,3.37,0.55,9.4,5
329,8.9,0.48,0.53,4.3,0.071,7.0,20.0,1.00012,3.31,0.68,12.2,7
330,6.7,0.88,0.04,2.1,0.061,4.0,10.0,0.9959,3.4,0.56,9.8,5
331,8.8,0.34,0.28,2.8,0.0819999999999999,12.0,69.0,0.9976,3.3,0.48,9.5,5
332,6.4,0.66,0.0,3.7,0.086,5.0,12.0,0.99738,3.53,0.58,9.8,7
333,8.1,0.765,0.22,2.2,0.071,21.0,77.0,0.9973,3.37,0.54,9.4,5
334,6.6,0.63,0.01,2.1,0.084,38.0,46.0,0.9959,3.46,0.63,10.9,6
335,10.4,0.41,0.49,2.3,0.414,6.0,21.0,0.99702,3.34,0.86,9.9,6
336,7.9,0.36,0.33,2.4,0.065,23.0,44.0,0.995,3.35,0.84,11.7,8
337,5.9,0.66,0.0,1.4,0.046,21.0,59.0,0.9916,3.68,0.66,12.8,6
338,7.9,0.39,0.13,2.0,0.0579999999999999,15.0,24.0,0.99499,3.19,0.49,10.1,6
339,5.0,0.5,0.0,1.8,0.048,15.0,33.0,0.99292,3.78,0.79,12.3,8
340,8.1,0.58,0.22,2.9,0.071,11.0,119.0,0.99659,3.22,0.52,9.3,5
341,7.7,0.84,0.03,2.6,0.077,31.0,54.0,0.9964,3.53,0.47,10.5,5
342,8.0,0.46,0.65,2.6,0.106,10.0,17.0,0.99728,3.4,0.58,9.4,6
343,8.8,0.31,0.6,1.7,0.079,23.0,81.0,0.99716,3.31,0.75,9.5,7
344,7.2,0.52,0.03,2.5,0.08,31.0,134.0,0.99568,3.36,0.53,9.7,6
345,7.6,0.58,0.01,2.2,0.074,32.0,52.0,0.99538,3.42,0.54,11.8,6
346,8.6,0.75,0.24,2.6,0.1,10.0,25.0,0.9983,3.16,0.6,9.7,6
347,9.6,0.62,0.49,1.4,0.0969999999999999,5.0,62.0,0.9976,3.2,0.61,9.4,5
348,8.7,0.6,0.26,3.3,0.083,28.0,129.0,0.99622,3.28,0.56,9.8,6
349,7.8,0.735,0.02,4.0,0.064,4.0,12.0,0.99732,3.47,0.67,9.8,5
350,5.2,0.695,0.0,1.8,0.0409999999999999,6.0,12.0,0.99191,3.56,0.62,11.8,5
351,7.9,0.53,0.26,2.1,0.062,15.0,74.0,0.9964,3.21,0.74,9.6,6
352,7.2,0.78,0.03,2.3,0.059,12.0,18.0,0.99774,3.51,0.71,10.5,7
353,8.2,0.61,0.24,2.0,0.087,20.0,110.0,0.9972,3.26,0.61,9.4,6
354,7.9,1.33,0.0,1.65,0.094,7.0,12.0,0.99538,3.36,0.48,11.8,7
355,7.3,0.59,0.18,2.0,0.074,12.0,93.0,0.9961,3.29,0.59,9.7,5
356,10.1,0.69,0.24,2.2,0.039,6.0,28.0,1.0004,3.22,0.49,10.3,7
357,7.6,0.51,0.14,2.1,0.077,26.0,58.0,0.9991,3.44,0.58,10.5,6
358,8.3,0.64,0.26,1.9,0.089,19.0,122.0,0.99668,3.14,0.54,9.5,5
359,7.3,0.875,0.12,2.0,0.076,35.0,67.0,0.9968,3.26,0.52,9.4,5
360,9.9,0.67,0.39,2.0,0.075,32.0,119.0,0.9988,3.24,0.55,9.4,5
361,8.6,0.46,0.24,2.1,0.079,14.0,28.0,0.99494,3.14,0.56,10.5,5
362,7.5,0.58,0.2,1.9,0.073,34.0,151.0,0.9958,3.41,0.52,9.3,5
363,7.7,0.6,0.01,2.1,0.062,12.0,89.0,0.99718,3.4,0.44,10.6,5
364,7.0,0.655,0.03,2.7,0.086,27.0,66.0,0.99627,3.35,0.6,10.8,6
365,7.8,0.54,0.31,2.5,0.076,22.0,71.0,0.9984,3.26,0.74,9.3,5
366,9.9,0.58,0.2,2.5,0.077,29.0,54.0,0.99692,3.26,0.59,10.1,6
367,6.5,0.32,0.09,2.2,0.073,4.0,11.0,0.99444,3.33,0.78,10.6,6
368,9.6,0.27,0.35,1.7,0.066,10.0,21.0,0.99478,3.2,0.66,13.1,6
369,5.0,0.5,0.0,1.7,0.066,19.0,48.0,0.99294,3.78,0.66,12.1,6
370,8.0,0.48,0.28,1.7,0.077,19.0,64.0,0.9947,3.26,0.58,9.7,5
371,8.8,0.3,0.55,2.7,0.05,12.0,23.0,0.9952,3.32,0.64,12.5,6
372,8.1,0.885,0.03,3.0,0.081,7.0,17.0,0.99672,3.43,0.53,11.0,5
373,7.2,0.59,0.18,2.8,0.0819999999999999,22.0,74.0,0.9976,3.54,0.66,9.4,6
374,7.7,0.88,0.21,2.5,0.078,22.0,84.0,0.9961,3.18,0.52,9.7,5
375,7.8,0.52,0.49,2.3,0.11,21.0,75.0,0.99656,3.26,0.68,9.7,7
376,7.3,0.58,0.01,2.2,0.077,35.0,70.0,0.99609,3.32,0.55,9.4,5
377,8.3,0.59,0.23,2.9,0.087,26.0,61.0,0.9986,3.32,0.71,9.3,5
378,7.1,0.62,0.2,1.9,0.0819999999999999,41.0,55.0,0.99613,3.29,0.58,9.3,5
379,8.0,0.69,0.32,2.8,0.088,16.0,86.0,0.99732,3.3,0.62,11.0,5
380,6.7,0.64,0.21,3.0,0.079,5.0,14.0,0.99608,3.56,0.48,11.3,6
381,8.4,0.63,0.15,2.9,0.1009999999999999,20.0,94.0,0.998,3.19,0.55,9.5,5
382,8.7,0.21,0.36,1.5,0.074,11.0,18.0,0.99546,3.3,0.57,10.1,7
383,6.3,0.61,0.13,2.2,0.08,27.0,60.0,0.99636,3.51,0.69,12.5,6
384,7.4,0.52,0.05,1.6,0.061,9.0,23.0,0.9955,3.37,0.65,10.1,6
385,7.5,0.645,0.2,2.1,0.084,20.0,84.0,0.99688,3.36,1.1,10.2,6
386,7.8,0.48,0.31,3.2,0.069,6.0,12.0,0.99379,3.22,0.44,11.0,7
387,8.7,0.6,0.09,1.9,0.106,20.0,49.0,0.99616,3.6,0.52,10.0,5
388,9.4,0.53,0.24,1.9,0.119,20.0,119.0,0.9976,3.18,0.57,9.4,5
389,9.4,0.46,0.43,5.5,0.107,10.0,44.0,0.9978,3.28,0.8,11.0,6
390,9.1,0.35,0.52,2.2,0.07,23.0,44.0,0.99538,3.34,0.85,12.6,7
391,11.8,0.315,0.52,2.8,0.083,8.0,38.0,0.9982,3.2,0.77,10.3,6
392,11.5,0.46,0.53,2.0,0.093,6.0,14.0,0.99642,3.23,0.71,11.1,6
393,10.7,0.37,0.41,3.3,0.098,6.0,13.0,0.9998,3.17,0.77,12.4,7
394,9.3,0.65,0.21,3.4,0.087,6.0,24.0,0.9976,3.09,0.66,9.7,6
395,7.7,0.59,0.28,2.7,0.0819999999999999,26.0,106.0,0.9963,3.22,0.48,9.5,6
396,11.5,0.36,0.53,2.7,0.095,18.0,34.0,0.99546,3.16,0.82,13.4,7
397,8.8,0.825,0.04,2.5,0.078,10.0,91.0,0.998,3.33,0.48,9.9,5
398,9.1,0.655,0.49,2.7,0.086,11.0,41.0,1.0,3.17,0.52,9.8,5
399,8.8,0.48,0.31,6.0,0.07,30.0,119.0,0.99688,3.31,0.65,9.0,4
400,10.7,0.37,0.48,2.0,0.066,16.0,35.0,0.99562,3.17,0.63,11.0,5
401,8.9,0.54,0.45,6.3,0.078,3.0,10.0,0.9976,3.21,0.6,9.8,5
402,6.6,0.855,0.02,2.2,0.078,12.0,49.0,0.99631,3.52,0.63,10.6,6
403,6.9,0.53,0.04,1.9,0.123,6.0,14.0,0.99426,3.37,0.64,10.5,6
404,7.5,0.28,0.34,2.1,0.0819999999999999,28.0,133.0,0.9956,3.36,0.55,10.3,6
405,7.0,0.47,0.08,2.1,0.064,25.0,55.0,0.9962,3.34,0.48,10.4,5
406,6.7,0.58,0.1,2.3,0.11,24.0,58.0,0.99064,3.51,0.71,11.4,6
407,9.9,0.39,0.12,2.8,0.095,17.0,40.0,0.9994,3.38,0.75,10.0,6
408,7.9,0.54,0.13,5.15,0.084,27.0,61.0,0.99588,3.21,0.59,9.3,4
409,7.6,0.45,0.31,2.7,0.078,23.0,54.0,0.9982,3.41,0.62,9.0,4
410,7.1,0.47,0.28,2.1,0.0819999999999999,23.0,145.0,0.9964,3.45,0.48,9.5,5
411,9.9,0.5,0.49,1.6,0.094,16.0,42.0,0.9971,3.24,0.57,9.5,5
412,11.4,0.39,0.24,4.3,0.075,6.0,42.0,0.9978,3.16,0.51,11.4,7
413,8.4,0.31,0.39,1.6,0.0819999999999999,51.0,70.0,0.99647,3.31,0.77,10.5,6
414,7.9,0.54,0.26,2.0,0.077,23.0,143.0,0.9974,3.26,0.62,9.4,5
415,8.8,0.5,0.57,2.7,0.205,12.0,81.0,0.9965,3.29,0.93,11.7,7
416,10.2,0.28,0.36,2.6,0.104,6.0,13.0,0.99708,3.27,0.64,10.0333333333333,6
417,8.7,0.5,0.49,2.6,0.111,11.0,24.0,0.9955,3.14,0.55,11.8,6
418,7.3,0.69,0.12,1.8,0.057,19.0,25.0,0.99575,3.33,0.65,10.0,5
419,9.8,0.53,0.45,2.3,0.118,22.0,84.0,0.9978,3.15,0.86,9.4,7
420,7.3,0.37,0.32,2.8,0.076,29.0,70.0,0.99689,3.37,0.56,10.1,5
421,9.1,0.54,0.27,2.5,0.0969999999999999,31.0,141.0,0.99914,3.28,0.62,10.5,5
422,7.6,0.68,0.21,2.1,0.069,9.0,68.0,0.99478,3.2,0.52,9.7,6
423,6.8,0.63,0.1,1.8,0.121,17.0,38.0,0.99619,3.53,0.52,10.3,3
424,8.2,0.28,0.34,1.8,0.053,6.0,15.0,0.9936,3.22,0.48,11.5,5
425,9.2,0.39,0.24,2.0,0.084,19.0,122.0,0.9988,3.31,0.54,9.6,5
426,11.2,0.43,0.53,2.2,0.071,7.0,14.0,0.99975,3.15,0.82,10.4,6
427,6.1,0.4,0.0,1.9,0.062,9.0,17.0,0.99672,3.56,0.56,10.5,5
428,8.7,0.63,0.14,2.4,0.087,27.0,62.0,0.99672,3.14,0.66,10.9,6
429,7.6,0.735,0.21,1.9,0.0969999999999999,30.0,129.0,0.9962,3.1,0.49,9.6,6
430,8.1,0.885,0.0,1.5,0.05,5.0,13.0,0.99605,3.39,0.68,11.9,6
431,7.7,0.78,0.08,1.8,0.068,16.0,37.0,0.9969,3.42,0.68,9.6,5
432,7.0,0.41,0.51,1.7,0.077,25.0,42.0,0.99578,3.35,0.76,10.0,7
433,7.5,0.38,0.21,1.7,0.086,29.0,45.0,0.99587,3.28,0.55,9.2,6
434,9.3,0.47,0.53,2.2,0.063,25.0,47.0,0.99523,3.33,0.83,12.7,7
435,8.3,0.43,0.31,2.6,0.086,24.0,66.0,0.9963,3.47,0.62,9.7,5
436,10.0,0.31,0.63,2.5,0.08,5.0,12.0,0.99842,3.31,0.66,9.7,6
437,7.6,0.47,0.32,2.2,0.073,19.0,98.0,0.9984,3.08,0.65,9.8,6
438,6.8,0.6,0.08,2.1,0.08,12.0,18.0,0.99358,3.44,0.52,12.8,7
439,8.4,0.74,0.07,1.6,0.0579999999999999,14.0,47.0,0.99488,3.17,0.45,11.0,5
440,9.9,0.57,0.24,2.8,0.094,14.0,56.0,0.998,3.28,0.7,9.0,6
441,12.8,0.41,0.48,2.2,0.132,10.0,41.0,0.9997,3.17,0.64,12.6,8
442,9.8,0.48,0.54,1.8,0.11,23.0,43.0,0.9984,3.02,0.62,10.8,6
443,7.6,0.62,0.23,2.0,0.0819999999999999,19.0,102.0,0.9964,3.22,0.55,9.2,5
444,5.6,0.48,0.28,2.1,0.099,28.0,51.0,0.99256,3.38,0.77,11.9,6
445,8.9,0.28,0.34,6.55,0.0559999999999999,12.0,19.0,0.99536,3.21,0.78,12.3,7
446,8.0,0.69,0.19,2.5,0.114,34.0,106.0,0.9959,3.39,0.57,9.8,5
447,11.9,0.69,0.76,3.3,0.077,6.0,47.0,1.0004,3.16,0.61,9.0,5
448,8.0,0.875,0.11,2.6,0.0819999999999999,18.0,44.0,0.9956,3.2,0.48,10.8,5
449,10.6,0.24,0.43,1.8,0.066,8.0,26.0,0.9976,3.07,0.6,10.0,6
450,6.4,0.7,0.0,2.6,0.123,11.0,24.0,0.99642,3.53,0.53,11.6,5
451,8.0,0.58,0.22,2.1,0.093,38.0,76.0,0.99584,3.3,0.55,10.9,6
452,7.1,0.84,0.21,1.8,0.059,25.0,48.0,0.99714,3.53,0.55,9.9,7
453,7.6,0.58,0.14,2.1,0.092,25.0,99.0,0.99622,3.31,0.53,9.8,5
454,7.9,0.52,0.49,1.9,0.084,17.0,106.0,0.9959,3.2,0.59,9.8,5
455,7.1,0.61,0.18,2.7,0.104,11.0,81.0,0.99736,3.52,0.72,9.7,5
456,7.4,0.42,0.49,1.9,0.077,34.0,124.0,0.9964,3.32,0.71,11.9,8
457,9.2,0.635,0.49,2.3,0.084,13.0,49.0,1.001,3.31,0.73,9.8,5
458,11.9,0.41,0.56,1.5,0.111,23.0,49.0,0.9981,3.11,0.75,9.5,6
459,10.9,0.4,0.5,2.3,0.08,7.0,25.0,0.9991,3.02,1.11,9.6,5
460,10.4,0.615,0.63,6.8,0.075,17.0,86.0,1.00242,3.09,0.66,9.5,5
461,8.4,0.57,0.04,3.0,0.0969999999999999,6.0,12.0,0.9974,3.13,0.56,10.0,6
462,7.4,0.66,0.32,3.1,0.0819999999999999,11.0,65.0,0.99744,3.16,0.64,12.8,7
463,6.0,0.69,0.0,1.9,0.057,15.0,32.0,0.99516,3.53,0.6,11.3,6
464,8.0,0.69,0.27,4.0,0.063,7.0,31.0,0.9976,3.37,0.54,9.5,5
465,11.9,0.58,0.49,2.6,0.222,6.0,15.0,0.9991,3.16,0.61,10.5,6
466,7.1,0.85,0.0,1.3,0.08,5.0,14.0,0.99692,3.45,0.48,9.5,5
467,8.3,0.38,0.21,2.5,0.0969999999999999,23.0,94.0,0.99694,3.2,0.48,9.3,6
468,7.3,0.31,0.3,1.8,0.0819999999999999,27.0,85.0,0.99688,3.35,0.54,9.5,6
469,10.0,0.31,0.56,2.4,0.079,9.0,31.0,0.9994,3.17,0.56,10.9,7
470,6.7,0.655,0.15,2.0,0.0409999999999999,13.0,29.0,0.99936,3.42,0.69,12.2,6
471,9.7,0.49,0.21,2.1,0.078,27.0,61.0,0.99786,3.3,0.57,9.4,5
472,7.8,0.64,0.17,2.8,0.062,21.0,75.0,0.99824,3.28,0.61,10.2,5
473,7.8,0.55,0.31,2.6,0.084,35.0,103.0,0.9971,3.07,0.62,9.2,5
474,7.0,0.5,0.0,1.4,0.08,16.0,33.0,0.99682,3.31,0.47,10.9,5
475,6.9,0.45,0.19,2.0,0.111,18.0,48.0,0.99576,3.5,0.76,11.0,7
476,7.2,0.77,0.03,2.5,0.089,36.0,45.0,0.99628,3.52,0.6,10.5,6
477,7.0,0.685,0.0,2.4,0.078,25.0,52.0,0.99728,3.5,0.72,9.8,6
478,10.9,0.24,0.34,3.0,0.086,8.0,23.0,0.9991,3.2,0.62,9.3,5
479,7.9,0.53,0.04,2.4,0.078,20.0,49.0,0.9964,3.4,0.68,9.7,6
480,6.9,0.65,0.02,1.8,0.09,38.0,38.0,0.99498,3.32,0.55,10.1,7
481,7.8,0.6,0.01,2.7,0.072,36.0,48.0,0.99538,3.32,0.56,10.8,7
482,15.0,0.635,0.49,3.2,0.083,21.0,84.0,1.0021,2.98,0.68,12.0,5
483,12.6,0.41,0.53,2.95,0.085,7.0,31.0,0.9976,3.05,0.82,10.3,6
484,11.5,0.41,0.65,2.3,0.07,5.0,19.0,0.99572,3.24,0.66,11.2,6
485,9.9,0.41,0.28,2.8,0.107,23.0,143.0,0.99828,3.28,0.55,9.5,5
486,11.5,0.26,0.53,3.2,0.093,6.0,23.0,0.9986,3.15,0.79,11.0,6
487,8.1,0.51,0.0,2.3,0.07,12.0,19.0,0.99444,3.31,0.76,12.4,6
488,10.6,0.63,0.41,2.8,0.107,20.0,67.0,0.99786,3.16,0.66,10.8,5
489,8.4,0.56,0.22,2.5,0.0819999999999999,23.0,143.0,0.9988,3.18,0.52,9.6,5
490,12.3,0.41,0.64,2.6,0.091,6.0,20.0,0.9994,3.2,0.66,10.8,6
491,7.1,0.62,0.01,2.5,0.078,24.0,94.0,0.99743,3.52,0.63,9.3,6
492,8.2,0.52,0.34,2.6,0.092,16.0,112.0,0.9974,3.08,0.64,9.4,5
493,9.4,0.88,0.0,3.0,0.076,6.0,28.0,0.9988,3.3,0.48,9.6,5
494,7.2,0.41,0.3,2.0,0.072,34.0,66.0,0.997,3.41,0.64,9.9,5
495,10.0,0.37,0.31,2.8,0.118,14.0,44.0,0.9976,2.98,0.56,9.4,5
496,7.5,0.58,0.01,1.8,0.077,27.0,90.0,0.99609,3.32,0.52,9.4,4
497,9.9,0.84,0.06,2.6,0.077,9.0,28.0,0.9982,3.31,0.48,9.6,5
498,8.7,0.41,0.24,2.1,0.061,7.0,12.0,0.99444,3.38,0.69,12.5,7
499,6.8,0.64,0.0,1.5,0.062,27.0,53.0,0.9959,3.38,0.59,10.9,6
500,6.8,0.705,0.0,2.4,0.081,17.0,43.0,0.9968,3.7,0.83,10.1,6
501,6.7,0.68,0.0,1.6,0.052,7.0,11.0,0.99538,3.45,0.46,9.8,5
502,8.9,0.49,0.39,1.8,0.078,34.0,61.0,0.99652,3.32,0.78,10.8,7
503,7.8,0.56,0.19,1.7,0.111,6.0,15.0,0.99668,3.19,0.53,10.1,6
504,5.6,0.66,0.01,1.9,0.1169999999999999,12.0,20.0,0.99784,3.72,0.74,9.6,5
505,7.7,0.6,0.26,2.0,0.08,31.0,73.0,0.9987,3.37,0.52,9.3,5
506,7.9,0.31,0.51,1.7,0.079,31.0,35.0,0.99519,3.32,0.91,11.6,6
507,8.4,0.46,0.44,2.1,0.118,3.0,13.0,0.9979,3.22,0.72,9.2,5
508,8.7,0.5,0.3,2.6,0.08,13.0,49.0,0.9965,3.3,1.18,10.2,6
509,7.8,0.865,0.1,4.5,0.087,13.0,57.0,0.99631,3.34,0.59,9.5,5
510,7.9,0.685,0.01,1.8,0.104,20.0,57.0,0.9963,3.28,0.55,9.7,5
511,10.6,0.5,0.34,4.0,0.073,6.0,22.0,0.9988,3.33,0.83,9.9,6
512,7.2,0.62,0.01,1.4,0.072,15.0,39.0,0.99566,3.32,0.63,10.8,6
513,7.6,0.66,0.0,3.0,0.065,14.0,24.0,0.99242,3.47,0.71,11.5,7
514,8.5,0.53,0.09,4.3,0.094,10.0,24.0,0.9976,3.33,0.82,12.0,7
515,8.3,0.6,0.1,2.3,0.089,17.0,38.0,0.99803,3.26,0.54,9.0,5
516,6.7,0.55,0.15,2.3,0.077,33.0,98.0,0.99488,3.28,0.56,10.8,5
517,12.5,0.4,0.63,2.3,0.071,6.0,24.0,0.9986,3.1,0.83,10.8,6
518,6.0,0.35,0.19,1.8,0.069,16.0,38.0,0.99458,3.58,0.68,11.4,7
519,7.2,0.34,0.44,2.4,0.063,17.0,86.0,0.99459,3.42,0.58,11.5,6
520,7.2,0.62,0.06,2.5,0.078,24.0,94.0,0.99746,3.52,0.71,10.5,6
521,8.3,0.56,0.22,2.2,0.073,9.0,36.0,0.99476,3.1,0.56,11.0,6
522,9.0,0.61,0.24,2.5,0.084,41.0,110.0,0.9976,3.07,0.56,9.4,5
523,13.0,0.27,0.41,2.2,0.083,6.0,16.0,1.0002,3.08,0.69,10.8,6
524,9.8,0.66,0.36,1.7,0.084,24.0,44.0,0.99652,3.22,0.72,11.1,6
525,9.0,0.54,0.59,1.9,0.074,9.0,20.0,0.9978,3.3,0.61,9.4,5
526,12.3,0.39,0.49,2.8,0.091,7.0,20.0,1.0014,3.12,0.49,9.4,5
527,8.4,0.735,0.22,3.0,0.106,16.0,119.0,0.9964,3.26,0.55,9.2,5
528,8.9,0.28,0.35,1.9,0.048,32.0,44.0,0.99182,3.25,0.62,12.5,6
529,9.3,0.61,0.0,2.1,0.079,23.0,119.0,0.99774,3.23,0.5,9.4,5
530,8.7,0.28,0.36,2.8,0.067,26.0,52.0,0.99516,3.15,0.62,11.8,6
531,6.5,0.69,0.0,1.9,0.068,15.0,29.0,0.99498,3.45,0.66,9.5,6
532,5.9,0.655,0.04,2.0,0.071,27.0,65.0,0.9958,3.72,0.52,12.9,6
533,9.3,0.39,0.4,2.2,0.081,41.0,55.0,0.99498,3.19,0.75,11.8,6
534,7.4,0.43,0.32,5.1,0.063,3.0,15.0,0.9963,3.34,0.67,10.0,6
535,7.6,0.18,0.34,2.1,0.062,31.0,92.0,0.9955,3.26,0.62,10.1,4
536,11.1,0.39,0.51,5.2,0.093,6.0,12.0,0.99652,3.3,0.75,11.4,7
537,8.3,0.46,0.31,2.6,0.08,21.0,84.0,0.9981,3.48,0.63,9.5,6
538,8.3,0.5,0.49,2.0,0.132,13.0,65.0,0.99688,3.29,0.73,10.5,5
539,6.9,0.57,0.02,2.1,0.123,10.0,31.0,0.99599,3.53,0.6,10.9,6
540,8.6,0.655,0.04,3.0,0.087,14.0,36.0,0.9976,3.34,0.55,9.4,5
541,6.4,0.655,0.07,1.7,0.054,12.0,18.0,0.99467,3.16,0.67,12.8,6
542,7.9,0.58,0.2,1.4,0.054,6.0,25.0,0.99609,3.2,0.57,11.0,7
543,9.6,0.54,0.31,2.3,0.0969999999999999,16.0,72.0,0.99745,3.31,0.79,9.6,7
544,7.5,0.58,0.13,1.9,0.0409999999999999,16.0,59.0,0.9957,3.27,0.58,9.7,5
545,7.7,0.26,0.4,2.0,0.0819999999999999,19.0,66.0,0.99476,3.1,0.62,9.8,6
546,7.7,0.54,0.26,1.9,0.0969999999999999,21.0,127.0,0.9976,3.26,0.64,9.4,5
547,10.4,0.29,0.49,2.0,0.104,10.0,21.0,0.9976,3.16,1.95,11.0,7
548,7.3,0.6,0.25,1.9,0.118,20.0,84.0,0.99616,3.28,0.52,9.9,5
549,7.1,0.78,0.07,2.1,0.074,27.0,60.0,0.9956,3.4,0.55,10.2,5
550,9.1,0.33,0.45,2.0,0.066,15.0,24.0,0.99586,3.17,0.84,10.5,7
551,7.8,0.88,0.03,2.1,0.072,5.0,16.0,0.9967,3.52,0.58,10.7,6
552,10.8,0.28,0.48,2.1,0.093,6.0,19.0,0.99408,3.32,0.58,12.8,7
553,8.1,0.51,0.14,1.8,0.115,10.0,21.0,0.99572,3.37,0.73,9.3,7
554,7.5,0.52,0.12,2.3,0.132,29.0,44.0,0.99536,3.36,0.52,11.2,6
555,11.1,0.38,0.52,2.4,0.07,7.0,38.0,0.99672,3.25,0.85,11.0,8
556,8.2,0.48,0.32,3.4,0.079,23.0,113.0,0.99712,3.28,0.66,11.0,8
557,10.0,0.36,0.53,2.5,0.077,21.0,51.0,0.9934,3.17,0.85,12.0,7
558,7.7,0.7,0.0,1.9,0.102,8.0,16.0,0.9968,3.44,0.67,9.4,6
559,7.8,0.61,0.21,2.6,0.079,31.0,64.0,0.99712,3.13,0.56,9.8,5
